Mouse_ID,Ct_1,Ct_2,Ct_mean,Oocyts_1,Oocyst_2,Oocyst_mean,Oocyst_calculated ,Final_Oocyst_calculated 
AA_0644,38.31,0,0,762,0,0,0,0
AA_0645,0,0,0,0,0,0,0,0
AA_0645,0,0,0,0,0,0,0,0
AA_0647,0,0,0,0,0,0,0,0
AA_0648,0,0,0,0,0,0,0,0
AA_0649,0,0,0,0,0,0,0,0
AA_0650,36.56,0,0,1196,0,0,0,0
AA_0650,0,0,0,0,0,0,0,0
AA_0651,0,0,0,0,0,0,0,0
AA_0652,0,0,0,0,0,0,0,0
AA_0653,0,0,0,0,0,0,0,0
AA_0654,0,0,0,0,0,0,0,0
AA_0655,0,0,0,0,0,0,0,0
AA_0656,7.41,0,0,2.700E+9X,0,0,0,0
AA_0656,0,0,0,0,0,0,0,0
AA_0657,0,0,0,0,0,0,0,0
AA_0658,0,0,0,0,0,0,0,0
AA_0659,0,0,0,0,0,0,0,0
AA_0660,38.64,0,0,421,0,0,0,0
AA_0660,36.91,0,0,802,0,0,0,0
AA_0660,37.79,34.90,36.34,981,3947,2464,597.2971963102,597
AA_0661,0,0,0,0,0,0,0,0
AA_0662,0,0,0,0,0,0,0,0
AA_0663,0,0,0,0,0,0,0,0
AA_0664,0,0,0,0,0,0,0,0
AA_0666,29.95,30.08,30.02,32934,30922,31928,19096.4386053956,19096
AA_0667,29.39,29.58,29.49,43643,39675,41659,25535.4112820386,25535
AA_0668,0,0,0,0,0,0,0,0
AA_0669,32.03,31.52,31.77,11648,15047,13348,7316.202445837,7316
AA_0670,0,0,0,0,0,0,0,0
AA_0671,0,0,0,0,0,0,0,0
AA_0672,0,0,0,0,0,0,0,0
AA_0673,0,0,0,0,0,0,0,0
AA_0674,0,0,0,0,0,0,0,0
AA_0675,9.02,0,0,1.200E+9X,0,0,0,0
AA_0675,9.10,0,0,1.610E+9X,0,0,0,0
AA_0676,0,0,0,0,0,0,0,0
AA_0677,0,0,0,0,0,0,0,0
AA_0678,0,0,0,0,0,0,0,0
AA_0678,0,0,0,0,0,0,0,0
AA_0679,33.99,33.82,33.91,4344,4727,4535,2263.4030916192,2263
AA_0680,0,0,0,0,0,0,0,0
Crypto_10_2,39.5,36.18,37.84,100,100,100,262.4506296612,262
Crypto_10_2,0,0,0,100,100,100,0,0
Crypto_10_2,0,0,0,100,100,100,0,0
Crypto_10_2,0,0,0,100,100,100,0,0
Crypto_10_2,0,0,0,100,100,100,0,0
Crypto_10_2,28.66,25.74,27.2,100,100,100,89615.0501946605,89615
Crypto_10_2,30.27,29.22,29.74,100,100,100,22264.8127812773,22265
Crypto_10_2,28.73,25.88,27.31,100,100,100,84370.4715086105,84370
Crypto_10_2,0,0,0,100,100,100,0,0
Crypto_10_2,0,0,0,100,100,100,0,0
Crypto_10_2,0,0,0,100,100,100,0,0
Crypto_10_2,0,0,0,100,100,100,0,0
Crypto_10_2,0,0,0,100,100,100,0,0
Crypto_10_2,0,0,0,100,100,100,0,0
Crypto_10_2,0,0,0,100,100,100,0,0
Crypto_10_2,0,0,0,100,100,100,0,0
Crypto_10_2,38.35,0,0,100,100,100,0,0
Crypto_10_2,0,0,0,100,100,100,0,0
Crypto_10_3,13.77,12.42,13.09,1000,1000,1000,205071242.095561,205071242
Crypto_10_3,38.33,38.33,38.33,1000,1000,1000,200.6231072047,201
Crypto_10_3,36.93,0,0,1000,1000,1000,0,0
Crypto_10_3,35.69,0,0,1000,1000,1000,0,0
Crypto_10_3,0,0,0,1000,1000,1000,0,0
Crypto_10_3,25.4,25.94,25.67,1000,1000,1000,207332.157348595,207332
Crypto_10_3,23.48,19.88,21.68,1000,1000,1000,1847849.79742229,1847850
Crypto_10_3,26.94,25.8,26.37,1000,1000,1000,141253.754462275,141254
Crypto_10_3,37.22,36.97,37.1,1000,1000,1000,393.7658923564,394
Crypto_10_3,35.75,36.91,36.33,1000,1000,1000,600.5807785241,601
Crypto_10_3,35.15,36.4,35.77,1000,1000,1000,816.4033195256,816
Crypto_10_3,35.98,36.89,36.44,1000,1000,1000,565.4327409628,565
Crypto_10_3,36.56,36.17,36.37,1000,1000,1000,587.5537724531,588
Crypto_10_3,36.37,35.73,36.05,1000,1000,1000,700.2257787531,700
Crypto_10_3,36.43,37.32,36.88,1000,1000,1000,444.2414189232,444
Crypto_10_3,35.31,0,0,1000,1000,1000,0,0
Crypto_10_3,36.94,36.99,36.96,1000,1000,1000,425.1786303383,425
Crypto_10_3,38.06,36.28,37.17,1000,1000,1000,378.9408531634,379
Crypto_10_4,13.12,0,0,10000,10000,10000,0,0
Crypto_10_4,35.98,33.54,34.76,10000,10000,10000,1420.3028299558,1420
Crypto_10_4,34.64,33.25,33.94,10000,10000,10000,2226.4812781277,2226
Crypto_10_4,32.49,33.02,32.76,10000,10000,10000,4251.7863033829,4252
Crypto_10_4,33.22,31.79,32.51,10000,10000,10000,4876.3541381098,4876
Crypto_10_4,28.6,26.86,27.73,10000,10000,10000,67017.8476962898,67018
Crypto_10_4,29.95,28.02,28.98,10000,10000,10000,33773.1390879101,33773
Crypto_10_4,29.12,26.33,27.73,10000,10000,10000,67017.8476962898,67018
Crypto_10_4,33.27,33.73,33.5,10000,10000,10000,2833.8767124544,2834
Crypto_10_4,32.84,33.04,32.94,10000,10000,10000,3852.2484200368,3852
Crypto_10_4,32.78,33.24,33.01,10000,10000,10000,3707.2136800634,3707
Crypto_10_4,33.99,33.34,33.67,10000,10000,10000,2581.693979023,2582
Crypto_10_4,33.55,33.95,33.75,10000,10000,10000,2470.9112279856,2471
Crypto_10_4,33.42,33.23,33.32,10000,10000,10000,3127.7936617012,3128
Crypto_10_4,33.44,33.79,33.62,10000,10000,10000,2653.4415400771,2653
Crypto_10_4,33.62,34.1,33.86,10000,10000,10000,2326.3050671536,2326
Crypto_10_4,33.86,34.02,33.94,10000,10000,10000,2226.4812781277,2226
Crypto_10_4,34.82,34.20,34.51,10000,10000,10000,1628.9387772648,1629
Crypto_10_5,14.19,0,0,1.000E+5X,1.000E+5X,1.000E+5X,0,0
Crypto_10_5,28.81,26.91,27.86,1.000E+5X,1.000E+5X,1.000E+5X,62407.6882219095,62408
Crypto_10_5,28.6,26.64,27.62,1.000E+5X,1.000E+5X,1.000E+5X,71183.7646258525,71184
Crypto_10_5,27.79,26.76,27.28,1.000E+5X,1.000E+5X,1.000E+5X,85769.5898590893,85770
Crypto_10_5,10.51,0,0,1.000E+5X,1.000E+5X,1.000E+5X,0,0
Crypto_10_5,29.62,27.29,28.45,1.000E+5X,1.000E+5X,1.000E+5X,45160.8289229179,45161
Crypto_10_5,31.43,28.9,30.17,1.000E+5X,1.000E+5X,1.000E+5X,17588.8763264303,17589
Crypto_10_5,29.74,26.75,28.24,1.000E+5X,1.000E+5X,1.000E+5X,50671.2834630878,50671
Crypto_10_5,27.01,27.47,27.24,1.000E+5X,1.000E+5X,1.000E+5X,87671.2387296869,87671
Crypto_10_5,27.49,0,27.51,1.000E+5X,1.000E+5X,1.000E+5X,75608.6403919129,75609
Crypto_10_5,27.37,27.26,27.31,1.000E+5X,1.000E+5X,1.000E+5X,84370.4715086105,84370
Crypto_10_5,27.75,27.71,27.73,1.000E+5X,1.000E+5X,1.000E+5X,67017.8476962898,67018
Crypto_10_5,27.4,27.1,27.25,1.000E+5X,1.000E+5X,1.000E+5X,87191.9098359626,87192
Crypto_10_5,27.34,27.41,27.38,1.000E+5X,1.000E+5X,1.000E+5X,81193.9761058135,81194
Crypto_10_5,27.59,27.34,27.46,1.000E+5X,1.000E+5X,1.000E+5X,77709.8714389745,77710
Crypto_10_5,27.43,27.14,27.29,1.000E+5X,1.000E+5X,1.000E+5X,85300.6579354845,85301
Crypto_10_5,27.68,27.33,27.50,1.000E+5X,1.000E+5X,1.000E+5X,76024.2914084262,76024
Crypto_10_5,27.78,26.81,27.29,1.000E+5X,1.000E+5X,1.000E+5X,85300.6579354845,85301
Crypto_10_6,0,0,0,1.000E+6X,1.000E+6X,1.000E+6X,0,0
Crypto_10_6,23.28,22.21,22.75,1.000E+6X,1.000E+6X,1.000E+6X,1027790.88522383,1027791
Crypto_10_6,23.58,21.86,22.72,1.000E+6X,1.000E+6X,1.000E+6X,1044834.77584408,1044835
Crypto_10_6,22.79,22.67,22.73,1.000E+6X,1.000E+6X,1.000E+6X,1039122.30383517,1039122
Crypto_10_6,22.27,22.8,22.54,1.000E+6X,1.000E+6X,1.000E+6X,1153200.34038449,1153200
Crypto_10_6,29.75,27.82,28.78,1.000E+6X,1.000E+6X,1.000E+6X,37686.9052849366,37687
Crypto_10_6,30.29,29.52,29.9,1.000E+6X,1.000E+6X,1.000E+6X,20395.0046900506,20395
Crypto_10_6,29.65,27.3,28.47,1.000E+6X,1.000E+6X,1.000E+6X,44668.3592150963,44668
Crypto_10_6,23.05,23.02,23.03,1.000E+6X,1.000E+6X,1.000E+6X,881532.026865583,881532
Crypto_10_6,22.86,22.84,22.85,1.000E+6X,1.000E+6X,1.000E+6X,972960.564621294,972961
Crypto_10_6,22.57,22.64,22.6,1.000E+6X,1.000E+6X,1.000E+6X,1115883.99250775,1115884
Crypto_10_6,22.92,23.17,23.04,1.000E+6X,1.000E+6X,1.000E+6X,876712.387296869,876712
Crypto_10_6,22.44,22.75,22.6,1.000E+6X,1.000E+6X,1.000E+6X,1115883.99250775,1115884
Crypto_10_6,22.53,22.65,22.59,1.000E+6X,1.000E+6X,1.000E+6X,1122018.45430196,1122018
Crypto_10_6,22.79,22.74,22.77,1.000E+6X,1.000E+6X,1.000E+6X,1016583.03344122,1016583
Crypto_10_6,22.6,22.81,22.7,1.000E+6X,1.000E+6X,1.000E+6X,1056354.10374919,1056354
Crypto_10_6,22.41,22.57,22.49,1.000E+6X,1.000E+6X,1.000E+6X,1185248.7986842,1185249
Crypto_10_6,23.03,22.72,22.88,1.000E+6X,1.000E+6X,1.000E+6X,957089.123677128,957089
Crypto_10_7,23.39,19.36,21.38,1.000E+7X,1.000E+7X,1.000E+7X,2178187.38301108,2178187
Crypto_10_7,19.84,18.62,19.23,1.000E+7X,1.000E+7X,1.000E+7X,7079457.84384137,7079458
Crypto_10_7,18.74,18.41,18.57,1.000E+7X,1.000E+7X,1.000E+7X,10165830.3344122,10165830
Crypto_10_7,18.53,18.34,18.43,1.000E+7X,1.000E+7X,1.000E+7X,10976811.0995359,10976811
Crypto_10_7,19.77,18.14,18.95,1.000E+7X,1.000E+7X,1.000E+7X,8254041.85268019,8254042
Crypto_10_7,29.42,27.01,28.22,1.000E+7X,1.000E+7X,1.000E+7X,51229.9355515123,51230
Crypto_10_7,31.41,28.85,30.13,1.000E+7X,1.000E+7X,1.000E+7X,17978.8498223534,17979
Crypto_10_7,28.54,26.66,27.6,1.000E+7X,1.000E+7X,1.000E+7X,71968.5673001152,71969
Crypto_10_7,18.93,19.21,19.07,1.000E+7X,1.000E+7X,1.000E+7X,7728500.47751973,7728500
Crypto_10_7,19.09,19.14,19.12,1.000E+7X,1.000E+7X,1.000E+7X,7519526.18828355,7519526
Crypto_10_7,18.98,19.06,19.02,1.000E+7X,1.000E+7X,1.000E+7X,7943282.34724281,7943282
Crypto_10_7,19.53,18.71,19.12,1.000E+7X,1.000E+7X,1.000E+7X,7519526.18828355,7519526
Crypto_10_7,18.87,19.23,19.05,1.000E+7X,1.000E+7X,1.000E+7X,7813707.37651809,7813707
Crypto_10_7,18.9,18.92,18.91,1.000E+7X,1.000E+7X,1.000E+7X,8437047.15086104,8437047
Crypto_10_7,19.14,18.94,19.04,1.000E+7X,1.000E+7X,1.000E+7X,7856662.45938894,7856662
Crypto_10_7,18.72,18.76,18.74,1.000E+7X,1.000E+7X,1.000E+7X,9261187.28128794,9261187
Crypto_10_7,19.15,19.02,19.09,1.000E+7X,1.000E+7X,1.000E+7X,7644222.74252599,7644223
Crypto_10_7,18.64,18.77,18.70,1.000E+7X,1.000E+7X,1.000E+7X,9466522.6030819,9466523
NTC,18.79,11.94,15.37,1.310E+5X,7.560E+12X,3.780E+12X,58755377.2453122,58755377
NTC,11.82,0,0,3.290E+8X,0,0,0,0
NTC,0,0,0,0,0,0,0,0
NTC,0,0,0,0,0,0,0,0
NTC,7.76,0,0,2190000000,0,0,0,0
NTC,7.45,0,0,0,0,0,0,0
NTC,6.63,0,0,0,0,0,0,0
NTC,0,0,0,0,0,0,0,0
NTC,39.69,0,0,305,0,0,0,0
NTC,0,0,0,0,0,0,0,0
NTC,0,0,0,0,0,0,0,0
NTC,0,0,0,0,0,0,0,0
NTC,0,0,0,0,0,0,0,0
NTC,0,0,0,0,0,0,0,0
NTC,0,0,0,0,0,0,0,0
NTC,0,0,0,0,0,0,0,0
NTC,0,0,0,0,0,0,0,0
NTC,0,0,0,0,0,0,0,0
NTC,0,0,0,0,0,0,0,0
NTC,0,0,0,0,0,0,0,0
NTC,0,0,0,0,0,0,0,0
NTC,0,0,0,0,0,0,0,0
NTC,0,0,0,0,0,0,0,0
NTC,0,0,0,0,0,0,0,0
NTC,0,0,0,0,0,0,0,0
NTC,0,0,0,0,0,0,0,0
NTC,0,0,0,0,0,0,0,0
